S.No.|marca modelo|año fabricacion|kilometros|tipo combustible|transmisión|tipo de dueño|rendimiento|motor|potencia|asientos|precio venta
3178|Volkswagen Polo Petrol Highline 1.2L|2011|20000|Petroleo|Manual|Primer|16.47 kmpl|1198 CC|73.9 bhp|5.0|3500.0
3179|Honda Civic 2010-2013 1.8 S MT|2011|55000|Petroleo|Manual|Primer|14.8 kmpl|1799 CC|130.2 bhp|5.0|5000.0
3180|Maruti Eeco GNC 5 Seater AC|2015|47001|GNC|Manual|Primer|20.0 kmpl|1196 CC|63 bhp|5.0|3720.0
3181|Maruti Wagon R VXI|2014|52000|Petroleo|Manual|Primer|22.5 kmpl|998 CC|67.04 bhp|5.0|3450.0
3182|Maruti Swift Dzire VDI|2013|43284|Diesel|Manual|Primer|23.4 kmpl|1248 CC|74 bhp|5.0|4500.0
3183|Hyundai Creta 1.6 SX Plus Petrol Automatic|2018|23875|Petroleo|Automatico|Primer|13.0 kmpl|1591 CC|121.3 bhp|5.0|14360.0
3184|Hyundai Grand i10 Asta|2016|51866|Petroleo|Manual|Primer|18.9 kmpl|1197 CC|82 bhp|5.0|5500.0
3185|Nissan Micra Diesel XV Premium|2013|69000|Diesel|Manual|Primer|23.08 kmpl|1461 CC|63.1 bhp|5.0|3000.0
3186|Hyundai Grand i10 1.2 Kappa Asta|2017|62788|Petroleo|Manual|Primer|18.9 kmpl|1197 CC|81.86 bhp|5.0|6080.0
3187|Volkswagen Vento Diesel Highline|2013|150000|Diesel|Manual|Primer|20.54 kmpl|1598 CC|103.6 bhp|5.0|5000.0
3188|Toyota Fortuner 4x2 AT|2015|47566|Diesel|Automatico|Primer|12.55 kmpl|2982 CC|168.5 bhp|7.0|20250.0
3189|Hyundai Santro GS zipDrive - Euro II|2002|67000|Petroleo|Manual|Tercer|0.0 kmpl|999 CC|null bhp|5.0|1200.0
3190|Toyota Innova Crysta 2.8 GX AT|2018|20300|Diesel|Automatico|Primer|11.36 kmpl|2755 CC|171.5 bhp|7.0|18000.0
3191|Mercedes-Benz A Class A180 CDI|2015|48300|Diesel|Automatico|Primer|20.0 kmpl|2143 CC|107.3 bhp|5.0|17500.0
3192|Hyundai EON D Lite|2013|30000|Petroleo|Manual|Primer|21.1 kmpl|814 CC|55.2 bhp|5.0|2100.0
3193|Hyundai Elantra CRDi SX|2012|36000|Diesel|Manual|Segundo|22.7 kmpl|1582 CC|126.24 bhp|5.0|7500.0
3194|Mini-Cooper 3 DOOR D|2015|27641|Diesel|Automatico|Segundo|20.7 kmpl|1496 CC|113.98 bhp|4.0|24770.0
3195|Renault Duster 110PS Diesel RXZ Option|2015|60000|Diesel|Manual|Primer|19.64 kmpl|1461 CC|108.45 bhp|5.0|8650.0
3196|Ford Endeavour 3.2 Titanium AT 4X4|2019|9000|Diesel|Automatico|Primer|10.91 kmpl|3198 CC|197 bhp|7.0|35500.0
3197|Toyota Corolla Altis GL MT|2014|60750|Petroleo|Manual|Primer|14.28 kmpl|1798 CC|138.03 bhp|5.0|10500.0
3198|Mahindra XUV500 W7|2018|9000|Diesel|Manual|Primer|14.0 kmpl|2179 CC|155 bhp|7.0|13000.0
3199|BMW 7 Series 730Ld Design Pure Excellence CBU|2012|41100|Diesel|Automatico|Primer|16.77 kmpl|2993 CC|261.49 bhp|5.0|26500.0
3200|Maruti Wagon R LX BSIII|2004|60000|Petroleo|Manual|Segundo|17.3 kmpl|1061 CC|64 bhp|5.0|1400.0
3201|Honda City i VTEC SV|2017|38424|Petroleo|Manual|Primer|17.8 kmpl|1497 CC|117.3 bhp|5.0|7510.0
3202|Maruti Swift VDI|2014|50000|Diesel|Manual|Primer|22.9 kmpl|1248 CC|74 bhp|5.0|4300.0
3203|Honda City i-VTEC CVT VX|2015|19000|Petroleo|Automatico|Primer|18.0 kmpl|1497 CC|117.3 bhp|5.0|8950.0
3204|Maruti Ertiga VDI|2015|58734|Diesel|Manual|Primer|20.77 kmpl|1248 CC|88.76 bhp|7.0|6910.0
3205|Renault Duster 110PS Diesel RxZ|2016|65257|Diesel|Manual|Primer|19.01 kmpl|1461 CC|108.45 bhp|5.0|9750.0
3206|Maruti Swift Dzire VDi|2010|130000|Diesel|Manual|Segundo|19.3 kmpl|1248 CC|73.9 bhp|5.0|4000.0
3207|Maruti Ritz VDi|2011|79000|Diesel|Manual|Primer|23.2 kmpl|1248 CC|73.94 bhp|5.0|3650.0
3208|Mahindra XUV500 W8 4WD|2013|78000|Diesel|Manual|Primer|15.1 kmpl|2179 CC|140 bhp|7.0|10750.0
3209|Honda Brio S MT|2015|49133|Petroleo|Manual|Primer|19.4 kmpl|1198 CC|86.8 bhp|5.0|4510.0
3210|Mercedes-Benz M-Class ML 350 4Matic|2016|22769|Diesel|Automatico|Primer|0.0 kmpl|2987 CC|165 bhp|5.0|49220.0
3211|Tata Manza Club Class Quadrajet90 LS|2014|54448|Diesel|Manual|Primer|21.02 kmpl|1248 CC|88.8 bhp|5.0|3700.0
3212|Toyota Innova 2.5 V Diesel 7-seater|2014|158793|Diesel|Manual|Primer|12.8 kmpl|2494 CC|102 bhp|7.0|12990.0
3213|Maruti Swift VXI|2015|62088|Petroleo|Manual|Primer|18.6 kmpl|1197 CC|85.8 bhp|5.0|4150.0
3214|Hyundai Verna 1.6 EX VTVT|2012|14800|Petroleo|Manual|Primer|17.01 kmpl|1591 CC|121.3 bhp|5.0|4400.0
3215|Honda Mobilio S i VTEC|2015|26000|Petroleo|Manual|Primer|17.3 kmpl|1497 CC|117.3 bhp|7.0|4250.0
3216|Honda Amaze S i-Vtech|2017|32005|Petroleo|Manual|Primer|18.0 kmpl|1198 CC|86.7 bhp|5.0|4250.0
3217|Honda City i-VTEC CVT VX|2017|35000|Petroleo|Automatico|Primer|18.0 kmpl|1497 CC|117.3 bhp|5.0|7700.0
3218|Land Rover Range Rover 2.2L Dynamic|2015|52000|Diesel|Automatico|Primer|12.7 kmpl|2179 CC|187.7 bhp|5.0|39750.0
3219|Honda City i-VTEC V|2017|11000|Petroleo|Manual|Primer|17.4 kmpl|1497 CC|117.3 bhp|5.0|8500.0
3220|Mercedes-Benz E-Class 280 Elegance|2008|62000|Petroleo|Automatico|Primer|9.5 kmpl|2997 CC|231.1 bhp|5.0|7000.0
3221|Ford Ikon 1.3 Flair|2002|65134|Petroleo|Manual|Tercer|13.8 kmpl|1299 CC|70 bhp|5.0|800.0
3222|Toyota Fortuner 4x2 Manual|2013|71000|Diesel|Manual|Primer|13.0 kmpl|2982 CC|168.5 bhp|7.0|15250.0
3223|Maruti A-Star Vxi|2008|51366|Petroleo|Manual|Primer|19.0 kmpl|998 CC|66.1 bhp|5.0|2250.0
3224|Tata Sumo EX|2016|46300|Diesel|Manual|Primer|14.07 kmpl|1948 CC|83.1 bhp|7.0|4850.0
3225|Honda City V AT|2012|60908|Petroleo|Automatico|Segundo|15.6 kmpl|1497 CC|116.3 bhp|5.0|6420.0
3226|Nissan Micra XV D|2012|93450|Diesel|Manual|Segundo|23.19 kmpl|1461 CC|63.12 bhp|5.0|2500.0
3227|Hyundai Verna SX CRDi AT|2011|104000|Diesel|Automatico|Primer|19.08 kmpl|1582 CC|126.32 bhp|5.0|5750.0
3228|Maruti 800 Std|2003|52000|Petroleo|Manual|Primer|16.1 kmpl|796 CC|37 bhp|4.0|500.0
3229|Mahindra XUV500 W8 4WD|2015|42999|Diesel|Manual|Primer|15.1 kmpl|2179 CC|140 bhp|7.0|11520.0
3230|Maruti SX4 VDI|2014|90000|Diesel|Manual|Primer|21.5 kmpl|1248 CC|88.8 bhp|5.0|4500.0
3231|Hyundai i20 Sportz AT 1.4|2013|72000|Petroleo|Automatico|Primer|15.0 kmpl|1396 CC|98.6 bhp|5.0|4750.0
3232|Hyundai Creta 1.6 CRDi SX|2019|54321|Diesel|Manual|Primer|19.67 kmpl|1582 CC|126.2 bhp|5.0|13540.0
3233|Mercedes-Benz E-Class E250 CDI Avantgrade|2015|59630|Diesel|Automatico|Primer|13.0 kmpl|2143 CC|201.1 bhp|5.0|23410.0
3234|Toyota Fortuner 4x2 AT|2013|116000|Diesel|Automatico|Segundo|12.55 kmpl|2982 CC|168.5 bhp|7.0|19250.0
3235|Volvo S60 D4 KINETIC|2015|34000|Diesel|Automatico|Primer|9.0 kmpl|1984 CC|181 bhp|5.0|20000.0
3236|Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde|2011|70000|Diesel|Automatico|Primer|14.21 kmpl|2143 CC|203 bhp|5.0|13000.0
3237|Honda Accord 2.4 Elegance M/T|2010|80000|Petroleo|Manual|Primer|10.2 kmpl|2354 CC|180 bhp|5.0|3990.0
3238|Honda Amaze S i-Dtech|2015|110000|Diesel|Manual|Primer|25.8 kmpl|1498 CC|98.6 bhp|5.0|4650.0
3239|Maruti Dzire ZDI|2013|56454|Diesel|Manual|Primer|28.4 kmpl|1248 CC|73.75 bhp|5.0|4650.0
3240|Maruti Swift LXI|2013|60000|Petroleo|Manual|Primer|18.6 kmpl|1197 CC|85.8 bhp|5.0|3150.0
3241|Toyota Corolla Altis G HV AT|2013|56000|Petroleo|Automatico|Primer|14.53 kmpl|1798 CC|138.1 bhp|5.0|8250.0
3242|Land Rover Range Rover Vogue SE 4.4 SDV8|2012|63000|Diesel|Automatico|Segundo|11.49 kmpl|4367 CC|335.3 bhp|5.0|65000.0
3243|Maruti Swift VDI|2012|63000|Diesel|Manual|Primer|22.9 kmpl|1248 CC|74 bhp|5.0|4500.0
3244|Jeep Compass 2.0 Limited Option 4X4|2017|15050|Diesel|Manual|Primer|16.3 kmpl|1956 CC|170 bhp|5.0|17500.0
3245|Maruti Swift VXI BSIV|2016|29401|Petroleo|Manual|Primer|20.4 kmpl|1197 CC|81.80 bhp|5.0|4310.0
3246|Honda Jazz 1.2 SV i VTEC|2016|25238|Petroleo|Manual|Primer|18.7 kmpl|1199 CC|88.7 bhp|5.0|6200.0
3247|Toyota Etios GD|2011|79000|Diesel|Manual|Primer|23.59 kmpl|1364 CC|null bhp|5.0|4670.0
3248|Volkswagen Polo Petrol Trendline 1.2L|2011|58752|Petroleo|Manual|Primer|16.47 kmpl|1198 CC|73.9 bhp|5.0|3320.0
3249|Honda Civic 2006-2010 1.8 V AT|2011|62000|Petroleo|Automatico|Primer|12.9 kmpl|1799 CC|130 bhp|5.0|3750.0
3250|Toyota Etios G SP|2013|132000|Petroleo|Manual|Primer|16.78 kmpl|1496 CC|88.73 bhp|5.0|4700.0
3251|Hyundai Verna 1.6 SX VTVT|2016|51000|Petroleo|Manual|Primer|17.01 kmpl|1591 CC|121.3 bhp|5.0|6500.0
3252|Toyota Innova 2.5 G4 Diesel 8-seater|2009|185200|Diesel|Manual|Primer|12.8 kmpl|2494 CC|102 bhp|8.0|7250.0
3253|Maruti SX4 S Cross DDiS 320 Zeta|2016|61717|Diesel|Manual|Primer|22.7 kmpl|1598 CC|118 bhp|5.0|8940.0
3254|Ford Freestyle Titanium Plus Petrol|2018|8896|Petroleo|Manual|Primer|19.0 kmpl|1194 CC|94.68 bhp|5.0|7340.0
3255|Maruti Baleno Alpha 1.2|2016|17000|Petroleo|Manual|Primer|21.4 kmpl|1197 CC|83.1 bhp|5.0|6900.0
3256|Honda Jazz V|2016|31378|Petroleo|Manual|Primer|18.2 kmpl|1199 CC|88.7 bhp|5.0|5900.0
3257|Hyundai Verna 1.6 CRDi EX AT|2013|114000|Diesel|Automatico|Primer|22.32 kmpl|1582 CC|126.3 bhp|5.0|6750.0
3258|Honda Amaze VX i-DTEC|2014|81000|Diesel|Manual|Primer|25.8 kmpl|1498 CC|98.6 bhp|5.0|4100.0
3259|Audi Q3 30 TDI Premium FWD|2017|31000|Diesel|Automatico|Primer|18.51 kmpl|1968 CC|147.51 bhp|5.0|27000.0
3260|Skoda Rapid 2013-2016 1.6 MPI Ambition|2014|35000|Petroleo|Manual|Primer|15.0 kmpl|1598 CC|103.52 bhp|5.0|4500.0
3261|Audi A4 2.0 TDI 177 Bhp Premium Plus|2013|60001|Diesel|Automatico|Primer|17.11 kmpl|1968 CC|174.33 bhp|5.0|14500.0
3262|Maruti Swift Dzire VDI|2014|75074|Diesel|Manual|Primer|23.4 kmpl|1248 CC|74 bhp|5.0|5250.0
3263|Tata Indica Vista Quadrajet LS|2012|80000|Diesel|Manual|Segundo|22.3 kmpl|1248 CC|74 bhp|5.0|1200.0
3264|Toyota Innova 2.5 G (Diesel) 8 Seater|2006|147350|Diesel|Manual|Segundo|12.99 kmpl|2494 CC|100.6 bhp|8.0|4950.0
3265|Renault Duster 110PS Diesel RxZ Plus|2013|60000|Diesel|Manual|Primer|19.64 kmpl|1461 CC|108.45 bhp|5.0|7500.0
3266|Mercedes-Benz E-Class E400 Cabriolet|2015|7501|Petroleo|Automatico|Primer|10.0 kmpl|2996 CC|333 bhp|4.0|48000.0
3267|Honda Amaze S i-Dtech|2015|58000|Diesel|Manual|Primer|25.8 kmpl|1498 CC|98.6 bhp|5.0|4450.0
3268|Mercedes-Benz GLE 350d|2018|29277|Diesel|Automatico|Primer|11.57 kmpl|2987 CC|254.79 bhp|5.0|59650.0
3269|Maruti Ritz VDi|2015|57034|Diesel|Manual|Primer|23.2 kmpl|1248 CC|73.94 bhp|5.0|4380.0
3270|Maruti Ciaz ZDi Plus SHVS|2016|40810|Diesel|Manual|Primer|28.09 kmpl|1248 CC|88.5 bhp|5.0|7900.0
3271|Hyundai Santro Xing GL|2008|35268|Petroleo|Manual|Segundo|0.0 kmpl|1086 CC|62 bhp|5.0|1880.0
3272|BMW 5 Series 520d Sedan|2008|81000|Diesel|Automatico|Segundo|18.48 kmpl||||10500.0
3273|Maruti Baleno Delta CVT|2018|34630|Petroleo|Automatico|Primer|21.4 kmpl|1197 CC|83.1 bhp|5.0|7290.0
3274|Ford Fiesta Diesel Titanium Plus|2012|45122|Diesel|Manual|Primer|23.5 kmpl|1498 CC|88.7 bhp|5.0|6000.0
3275|Mahindra XUV500 W8 2WD|2011|126000|Diesel|Manual|Tercer|16.0 kmpl|2179 CC|140 bhp|7.0|6700.0
3276|Maruti Alto LXi|2009|63000|Petroleo|Manual|Primer|19.7 kmpl|796 CC|46.3 bhp|5.0|1500.0
3277|Mini-Cooper 3 DOOR D|2016|32298|Diesel|Automatico|Primer|20.7 kmpl|1496 CC|113.98 bhp|4.0|23800.0
3278|Mahindra XUV500 W8 4WD|2014|63288|Diesel|Manual|Primer|15.1 kmpl|2179 CC|140 bhp|7.0|7770.0
3279|Hyundai Santro Xing GLS|2012|43337|Petroleo|Manual|Primer|17.92 kmpl|1086 CC|62.1 bhp|5.0|3320.0
3280|Maruti Swift VDI|2015|46561|Diesel|Manual|Primer|22.9 kmpl|1248 CC|74 bhp|5.0|4940.0
3281|Mercedes-Benz A Class A180 CDI|2013|34000|Diesel|Automatico|Segundo|20.0 kmpl|2143 CC|107.3 bhp|5.0|11000.0
3282|Renault KWID RXT|2016|48000|Petroleo|Manual|Primer|25.17 kmpl|799 CC|53.3 bhp|5.0|3400.0
3283|Maruti Swift VDI|2013|56263|Diesel|Manual|Primer|22.9 kmpl|1248 CC|74 bhp|5.0|4170.0
3284|Maruti Zen LXI|2005|84060|Petroleo|Manual|Segundo|17.3 kmpl|993 CC|60 bhp|5.0|1250.0
3285|Hyundai Grand i10 Magna AT|2016|9000|Petroleo|Automatico|Primer|18.9 kmpl|1197 CC|82 bhp|5.0|5450.0
3286|Tata Manza Aura Quadrajet BS IV|2012|79000|Diesel|Manual|Primer|21.12 kmpl|1248 CC|88.8 bhp|5.0|2590.0
3287|Mahindra XUV500 W10 AWD|2015|87900|Diesel|Manual|Primer|16.0 kmpl|2179 CC|140 bhp|7.0|12010.0
3288|Maruti Swift Dzire 1.2 Vxi BSIV|2010|72425|Petroleo|Manual|Segundo|17.5 kmpl|1197 CC|85.8 bhp|5.0|2450.0
3289|Audi Q3 35 TDI Quattro Premium Plus|2015|38000|Diesel|Automatico|Primer|15.73 kmpl|1968 CC|174.33 bhp|5.0|29000.0
3290|Ford Fiesta 1.4 SXi TDCi|2008|83000|Diesel|Manual|Segundo|17.8 kmpl|1399 CC|null bhp|5.0|2400.0
3291|Mercedes-Benz New C-Class C 220 CDI Elegance AT|2010|107000|Diesel|Automatico|Primer|14.84 kmpl|2143 CC|170 bhp|5.0|11990.0
3292|Honda City i VTEC CVT VX|2015|51000|Petroleo|Automatico|Primer|18.0 kmpl|1497 CC|117.3 bhp|5.0|7900.0
3293|Toyota Innova 2.5 GX 7 STR|2010|140000|Diesel|Manual|Tercer|12.8 kmpl|2494 CC|102 bhp|7.0|6250.0
3294|Chevrolet Beat LT|2011|48000|Petroleo|Manual|Segundo|18.6 kmpl|1199 CC|79.4 bhp|5.0|1800.0
3295|Maruti Wagon R LXI GNC|2013|62000|GNC|Manual|Primer|26.6 kmpl|998 CC|58.16 bhp|5.0|2800.0
3296|Honda Jazz 1.2 S i VTEC|2015|31000|Petroleo|Manual|Primer|18.7 kmpl|1199 CC|88.7 bhp|5.0|4900.0
3297|Nissan Micra XL Primo|2010|75055|Petroleo|Manual|Primer|18.06 kmpl|1198 CC|75 bhp|5.0|2250.0
3298|Maruti Ciaz AT ZXi|2017|51210|Petroleo|Automatico|Primer|19.12 kmpl|1373 CC|91.1 bhp|5.0|8890.0
3299|Toyota Fortuner 4x2 AT|2012|87000|Diesel|Automatico|Primer|12.55 kmpl|2982 CC|168.5 bhp|7.0|15000.0
3300|Ford Aspire Ambiente Diesel|2018|17000|Diesel|Manual|Primer|26.1 kmpl|1498 CC|99 bhp|5.0|5650.0
3301|Maruti Ertiga ZDI|2014|57000|Diesel|Manual|Primer|20.77 kmpl|1248 CC|88.8 bhp|7.0|7000.0
3302|Maruti Alto 800 LXI|2016|9370|Petroleo|Manual|Primer|22.74 kmpl|796 CC|47.3 bhp|5.0|2950.0
3303|Honda Brio V MT|2013|53226|Petroleo|Manual|Primer|19.4 kmpl|1198 CC|86.8 bhp|5.0|3300.0
3304|Hyundai Verna Transform CRDi VGT SX ABS|2010|120000|Diesel|Manual|Segundo|16.2 kmpl|1493 CC|110 bhp|5.0|3500.0
3305|Honda City 1.5 GXI|2007|75055|Petroleo|Manual|Primer|12.8 kmpl|1493 CC|100 bhp|5.0|2300.0
3306|Hyundai Creta 1.6 CRDi SX|2017|37247|Diesel|Manual|Primer|19.67 kmpl|1582 CC|126.2 bhp|5.0|13690.0
3307|Toyota Etios Liva GD|2013|64000|Diesel|Manual|Primer|23.59 kmpl|1364 CC|67.06 bhp|5.0|3100.0
3308|Hyundai Sonata Transform 2.4 GDi MT|2014|12000|Petroleo|Manual|Primer|13.44 kmpl|2359 CC|198.25 bhp|5.0|12750.0
3309|Hyundai Creta 1.6 CRDi SX Option|2017|40158|Diesel|Manual|Primer|19.67 kmpl|1582 CC|126.2 bhp|5.0|13750.0
3310|Honda Jazz 1.2 SV i VTEC|2017|11000|Petroleo|Manual|Primer|18.7 kmpl|1199 CC|88.7 bhp|5.0|6750.0
3311|Volkswagen Vento Diesel Comfortline|2014|70010|Diesel|Manual|Primer|20.54 kmpl|1598 CC|103.6 bhp|5.0|5250.0
3312|Mahindra XUV500 W6 2WD|2015|82000|Diesel|Manual|Primer|16.0 kmpl|2179 CC|140 bhp|7.0|8750.0
3313|Mahindra TUV 300 2015-2019 T8|2017|57259|Diesel|Manual|Primer|18.49 kmpl|1493 CC|100 bhp|7.0|8870.0
3314|Honda Accord 2001-2003 2.3 VTi L AT|2010|84000|Petroleo|Automatico|Segundo|11.1 kmpl|2354 CC|142 bhp|5.0|6500.0
3315|Maruti Ertiga VDI|2012|168000|Diesel|Manual|Primer|20.77 kmpl|1248 CC|88.76 bhp|7.0|4500.0
3316|Mahindra Ssangyong Rexton RX5|2012|73670|Diesel|Manual|Primer|12.83 kmpl|2696 CC|162 bhp|7.0|12500.0
3317|Toyota Fortuner 4x2 AT|2014|89540|Diesel|Automatico|Primer|12.55 kmpl|2982 CC|168.5 bhp|7.0|16800.0
3318|Maruti Ertiga ZDI|2016|85423|Diesel|Manual|Primer|20.77 kmpl|1248 CC|88.8 bhp|7.0|8750.0
3319|Hyundai Elantra CRDi SX AT|2013|48823|Diesel|Automatico|Primer|19.5 kmpl|1582 CC|126.24 bhp|5.0|8500.0
3320|Hyundai i10 Magna 1.2|2011|35082|Petroleo|Manual|Primer|20.36 kmpl|1197 CC|78.9 bhp|5.0|2210.0
3321|Maruti Omni MPI STD BSIV|2012|126000|Petroleo|Manual|Primer|16.8 kmpl|796 CC|34.2 bhp|5.0|1600.0
3322|Honda Amaze VX AT i-Vtech|2016|19000|Petroleo|Automatico|Primer|15.5 kmpl|1198 CC|86.7 bhp|5.0|6250.0
3323|Honda Civic 2006-2010 1.8 V AT|2007|69000|Petroleo|Automatico|Segundo|12.9 kmpl|1799 CC|130 bhp|5.0|2250.0
3324|Mercedes-Benz CLA 200 CDI Sport|2019|29836|Diesel|Automatico|Primer|17.9 kmpl|2143 CC|136 bhp|5.0|25750.0
3325|Skoda Superb 1.8 TFSI MT|2010|48002|Petroleo|Manual|Segundo|13.14 kmpl|1798 CC|157.8 bhp|5.0|6750.0
3326|Maruti Ciaz ZDi Plus SHVS|2015|52324|Diesel|Manual|Primer|28.09 kmpl|1248 CC|88.5 bhp|5.0|6250.0
3327|Ford Ecosport 1.5 DV5 MT Titanium Optional|2013|65000|Diesel|Manual|Primer|22.7 kmpl|1498 CC|89.84 bhp|5.0|5100.0
3328|Mercedes-Benz M-Class ML 320 CDI|2009|66000|Diesel|Automatico|Segundo|8.7 kmpl|2987 CC|224.34 bhp|5.0|10750.0
3329|Hyundai Grand i10 CRDi Sportz|2016|75700|Diesel|Manual|Primer|24.0 kmpl|1120 CC|70 bhp|5.0|5700.0
3330|Volkswagen Vento Diesel Breeze|2013|43000|Diesel|Manual|Primer|20.5 kmpl|1598 CC|105 bhp|5.0|5950.0
3331|Chevrolet Beat Diesel LT|2012|42706|Diesel|Manual|Primer|25.44 kmpl|936 CC|56.3 bhp|5.0|2400.0
3332|Mahindra Quanto C6|2013|35000|Diesel|Manual|Primer|17.21 kmpl|1493 CC|100 bhp|7.0|3490.0
3333|Hyundai i10 Asta 1.2 AT with Sunroof|2011|54348|Petroleo|Automatico|Primer|19.2 kmpl|1197 CC|80 bhp|5.0|4000.0
3334|Toyota Etios Liva 1.4 GD|2013|84000|Diesel|Manual|Primer|23.59 kmpl|1364 CC|67.04 bhp|5.0|3850.0
3335|Toyota Corolla Altis 2008-2013 1.8 VL AT|2010|63298|Petroleo|Automatico|Primer|14.53 kmpl|1794 CC|138.1 bhp|5.0|3950.0
3336|Hyundai i10 Magna 1.2|2013|75049|Petroleo|Manual|Segundo|20.36 kmpl|1197 CC|78.9 bhp|5.0|3000.0
3337|Ford Figo Aspire 1.2 Ti-VCT Titanium|2018|24237|Petroleo|Manual|Primer|18.16 kmpl|1196 CC|86.8 bhp|5.0|6700.0
3338|Maruti Ritz ZXi|2016|22767|Petroleo|Manual|Primer|18.5 kmpl|1197 CC|85.80 bhp|5.0|6140.0
3339|Hyundai i20 Sportz AT 1.4|2012|58000|Petroleo|Automatico|Segundo|15.0 kmpl|1396 CC|98.6 bhp|5.0|4400.0
3340|Maruti Swift Dzire LDI|2017|57000|Diesel|Manual|Primer|26.59 kmpl|1248 CC|74 bhp|5.0|4250.0
3341|BMW 7 Series 2007-2012 750Li|2010|50161|Petroleo|Automatico|Primer|8.77 kmpl|4395 CC|402 bhp|5.0|25930.0
3342|Maruti S Cross DDiS 320 Alpha|2016|45000|Diesel|Manual|Primer|22.7 kmpl|1598 CC|118 bhp|5.0|7000.0
3343|Toyota Fortuner 4x4 AT|2017|68319|Diesel|Automatico|Primer|12.55 kmpl|2982 CC|168.5 bhp|7.0|25120.0
3344|Hyundai EON 1.0 Magna Plus Option O|2017|30711|Petroleo|Manual|Primer|20.3 kmpl|998 CC|68.05 bhp|5.0|4450.0
3345|Hyundai i20 1.4 CRDi Magna|2011|38277|Diesel|Manual|Primer|21.9 kmpl|1396 CC|90 bhp|5.0|2400.0
3346|Volkswagen Vento Diesel Highline|2012|115000|Diesel|Manual|Segundo|20.54 kmpl|1598 CC|103.6 bhp|5.0|4330.0
3347|Maruti Swift Dzire VXi AT|2017|46849|Petroleo|Automatico|Primer|18.5 kmpl|1197 CC|83.14 bhp|5.0|6930.0
3348|Hyundai i20 Magna 1.4 CRDi|2014|64000|Diesel|Manual|Primer|21.9 kmpl|1396 CC|90 bhp|5.0|4250.0
3349|Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency|2010|130923|Diesel|Automatico|Primer|14.21 kmpl|2143 CC|203 bhp|5.0|12500.0
3350|Hyundai Grand i10 Sportz|2015|15000|Petroleo|Manual|Primer|18.9 kmpl|1197 CC|82 bhp|5.0|4900.0
3351|Hyundai i20 1.4 CRDi Sportz|2014|32720|Diesel|Manual|Primer|23.0 kmpl|1396 CC|90 bhp|5.0|4500.0
3352|Renault KWID RXT|2016|12500|Petroleo|Manual|Primer|25.17 kmpl|799 CC|53.3 bhp|5.0|3000.0
3353|Hyundai Xcent 1.2 Kappa AT SX Option|2015|59800|Petroleo|Automatico|Primer|16.9 kmpl|1197 CC|82 bhp|5.0|5800.0
3354|Volkswagen Vento Petrol Highline|2011|54211|Petroleo|Manual|Primer|15.04 kmpl|1598 CC|103.6 bhp|5.0|3330.0
3355|Chevrolet Cruze LTZ AT|2015|62242|Diesel|Automatico|Primer|14.39 kmpl|1998 CC|163.7 bhp|5.0|6620.0
3356|Nissan Terrano XL 110 PS|2015|54000|Diesel|Manual|Segundo|19.01 kmpl|1461 CC|108.5 bhp|5.0|5750.0
3357|Hyundai Verna 1.6 SX|2012|65000|Diesel|Manual|Primer|22.32 kmpl|1582 CC|126.32 bhp|5.0|6200.0
3358|Maruti Celerio VXI AMT|2015|55000|Petroleo|Automatico|Primer|23.1 kmpl|998 CC|67.04 bhp|5.0|3500.0
3359|Maruti Wagon R LXI|2010|71000|Petroleo|Manual|Primer|18.9 kmpl|998 CC|67.1 bhp|5.0|2000.0
3360|Hyundai i20 Magna Optional 1.4 CRDi|2012|70000|Diesel|Manual|Primer|21.9 kmpl|1396 CC|88.8 bhp|5.0|4000.0
3361|Audi A4 1.8 TFSI|2011|53000|Petroleo|Automatico|Primer|12.3 kmpl|1781 CC|163.2 bhp|5.0|9500.0
3362|BMW X1 sDrive20d|2013|43000|Diesel|Automatico|Primer|17.05 kmpl|1995 CC|184 bhp|5.0|17500.0
3363|Skoda Rapid 1.6 MPI AT Elegance Plus|2015|54000|Petroleo|Automatico|Primer|14.3 kmpl|1598 CC|103.52 bhp|5.0|6110.0
3364|Hyundai i10 Magna|2014|51000|Petroleo|Manual|Primer|20.36 kmpl|1197 CC|78.9 bhp|5.0|3750.0
3365|Mitsubishi Pajero 2.8 GLX CRZ|2007|78000|Diesel|Manual|Segundo|10.5 kmpl|2835 CC|107.2 bhp|6.0|6200.0
3366|Honda City i DTEC SV|2014|25000|Diesel|Manual|Primer|26.0 kmpl|1498 CC|98.6 bhp|5.0|6150.0
3367|Maruti Alto K10 2010-2014 VXI|2012|12600|Petroleo|Manual|Primer|20.92 kmpl|998 CC|67.1 bhp|5.0|2400.0
3368|Maruti Swift Ldi BSIII|2009|80000|Diesel|Manual|Cuarto o más|17.8 kmpl|1248 CC|75 bhp|5.0|2150.0
3369|Hyundai Grand i10 Magna|2016|21000|Petroleo|Manual|Primer|18.9 kmpl|1197 CC|82 bhp|5.0|3750.0
3370|Ford Figo Petrol ZXI|2011|32000|Petroleo|Manual|Segundo|15.6 kmpl|1196 CC|70 bhp|5.0|2150.0
